PT No.;Sources;Page in Rasmussen 2003;Year BC;Locations in Rasmussen 2003;Location of the specific Prodigy based on Rasmussen 2003;GPS Coordinates;Incidence;Prodigy;Commentary A.K.;Simplicity Rule: Concept;Step 1: Basic Level Membership;Step 2: Ontological Category (Spatial Entity, Solid Object, Living Thing, Animate, Person);Step 3: Transfers (Physicality P, Biology B, Animacy A, Mentality M);Step 4: Breaches (Universals u, Spatiality s, Physicality p, Biology b, Animacy a, Mentality m);Quantified Counterintuitiveness of Concept;Concept Type (INT, CI, MCI (Tr), MCI(Br), CSCH);Quantified Counterintuitiveness of Prodigy;Prodigy Type (INT, CI, MCI (Tr), MCI(Br), CSCH);Step 2a Concept recategorization for Events;Step 2b Concept Type recategorization for Events;Step 2c Prodigy Type recategorization for Events;Concept Type recategorization according to Kavanagh 2014 (CI, CSCH, INT, CI EVENT - corresponding to CI Object/Agent, CSCH Object/Agent, INT Object/Agent/Event[sic], CI Event);Prodigy Type recategorization according to Kavanagh 2014, T1 (CI, CSCH, INT, CI EVENT - corresponding to CI Object/Agent, CSCH Object/Agent, INT Object/Agent/Event[sic], CI Event);Conservative Concept Type Recategorization 1 (CI, CSCH, INT, EVENT - corresponding to CI-MCI (Br)-MCI (Tr)-MCI (Br)/CSCH-MCI (Tr)/CSCH, INT/CSCH, INT, and all events);Conservative Prodigy Type Recategorization 1, T4 (CI, CSCH, INT, EVENT - corresponding to CI-MCI (Br)-MCI (Tr)-MCI (Br)/CSCH-MCI (Tr)/CSCH, INT/CSCH, INT, and all events);Prodigy Typology T2;Prodigy Typology T3
95;"Obseq. 28; Cass. Dio 24.84.2; August. De civ. D. 3.11";91-92;130;"Rome (Graecostasis); Reate; Ostia; Apulia; Terracina";;;9;King Antiochus ignores swallows building a nest in his tent, commences a battle, and is killed by the Parthians;;swallows build a nest in a tent;BIRDS;Animate;;;0;INT/CSCH;0;INT/CSCH;;INT/CSCH;INT/CSCH;CSCH;CSCH;CSCH;CSCH;CSCH;CSCH
96;"Obseq. 28a; Livy Per. 59; Cic. Nat. D. 2.14; Cic. Q Fr. 3.5.1";92;129;Rome;;;3;two black snakes slide into the temple of Minerva;;two black snakes slide into a temple;SNAKES;Animate;;;0;INT/CSCH;0;INT/CSCH;;INT/CSCH;INT/CSCH;CSCH;CSCH;CSCH;CSCH;CSCH;CSCH
96;"Obseq. 28a; Livy Per. 59; Cic. Nat. D. 2.14; Cic. Q Fr. 3.5.1";92;129;Rome;;;3;a double sun is seen in the sky;;double sun;SUNS;Spatial Entity;;s;1;MCI (Br);1;MCI (Br);EVENT;MCI (Br) EVENT;MCI (Br) EVENT;CI EVENT;CI EVENT;EVENT;EVENT;CI EVENT;CI EVENT
96;"Obseq. 28a; Livy Per. 59; Cic. Nat. D. 2.14; Cic. Q Fr. 3.5.1";92;129;Rome;;;3;Publius Scipio Africanus dies suddenly;;person suddenly dies;PERSON;Person;;;0;INT/CSCH;0;INT/CSCH;EVENT;INT/CSCH EVENT;INT/CSCH EVENT;CSCH;CSCH;EVENT;EVENT;INT;CSCH EVENT
97;"Obseq. 29; Plin. HN 2.203; Strabo 6.2.11; Oros. 5.10.11";92;126;"Rome (Capitoline); Aetna; Liparae";;;6;a storm shakes temples on the Capitoline;;a storm shakes temples;STORM;Spatial Entity;P;;1;MCI (Tr);1;MCI (Tr);EVENT;MCI (Tr) EVENT;MCI (Tr) EVENT;CI EVENT;CI EVENT;EVENT;EVENT;CI EVENT;CI EVENT
97;"Obseq. 29; Plin. HN 2.203; Strabo 6.2.11; Oros. 5.10.11";92;126;"Rome (Capitoline); Aetna; Liparae";;;6;lightning strikes many times;;lightning strikes many times;LIGHTNING;Spatial Entity;;;0;INT/CSCH;0;INT/CSCH;EVENT;INT/CSCH EVENT;INT/CSCH EVENT;CSCH;CSCH;EVENT;EVENT;INT;CSCH EVENT
97;"Obseq. 29; Plin. HN 2.203; Strabo 6.2.11; Oros. 5.10.11";92;126;"Rome (Capitoline); Aetna; Liparae";;;6;Aetna spews fire;;Aetna spews fire;MOUNTAIN;Spatial Entity;P;;1;MCI (Tr);1;MCI (Tr);EVENT;MCI (Tr) EVENT;MCI (Tr) EVENT;CI EVENT;CI EVENT;EVENT;EVENT;CI EVENT;CI EVENT
97;"Obseq. 29; Plin. HN 2.203; Strabo 6.2.11; Oros. 5.10.11";92;126;"Rome (Capitoline); Aetna; Liparae";;;6;there is a storm at Liparae;;there is a storm at Liparae;STORM;Spatial Entity;;;0;INT/CSCH;0;INT/CSCH;EVENT;INT/CSCH EVENT;INT/CSCH EVENT;CSCH;CSCH;EVENT;EVENT;INT;CSCH EVENT
97;"Obseq. 29; Plin. HN 2.203; Strabo 6.2.11; Oros. 5.10.11";92;126;"Rome (Capitoline); Aetna; Liparae";;;6;seamen are poisoned by smoke from ships' fires;;seamen get poisoned by smoke;SEAMEN;Person;;;0;INT/CSCH;0;INT/CSCH;EVENT;INT/CSCH EVENT;INT/CSCH EVENT;CSCH;CSCH;EVENT;EVENT;INT;CSCH EVENT
97;"Obseq. 29; Plin. HN 2.203; Strabo 6.2.11; Oros. 5.10.11";92;126;"Rome (Capitoline); Aetna; Liparae";;;6;dead fish lead to stomach poisoning/plague;;dead fish cause plague;PLAGUE;Spatial Entity;;;0;INT/CSCH;0;INT/CSCH;EVENT;INT/CSCH EVENT;INT/CSCH EVENT;CSCH;CSCH;EVENT;EVENT;INT;CSCH EVENT
98;"Obseq. 30; Livy Per. 60; August. De civ. D. 3.31; Oros. 5.11.1-7";92;125;"Rome (Capitoline); Veii; Arpi; Cyrene (Africa)";;;6;grain grows on the trees;;grain grows on the trees;TREE;Living Thing;B;;1;MCI (Tr);1;MCI (Tr);;MCI (Tr);MCI (Tr);CI;CI;CI;CI;CI;CI
98;"Obseq. 30; Livy Per. 60; August. De civ. D. 3.31; Oros. 5.11.1-7";92;125;"Rome (Capitoline); Veii; Arpi; Cyrene (Africa)";;;6;in Veii there are rains of oil;;in Veii there are rains of oil;RAIN;Spatial Entity;P;;1;MCI (Tr);1;MCI (Tr);EVENT;MCI (Tr) EVENT;MCI (Tr) EVENT;CI EVENT;CI EVENT;EVENT;EVENT;CI EVENT;CI EVENT
98;"Obseq. 30; Livy Per. 60; August. De civ. D. 3.31; Oros. 5.11.1-7";92;125;"Rome (Capitoline); Veii; Arpi; Cyrene (Africa)";;;6;in Veii there are rains of milk;;in Veii there are rains of milk;RAIN;Spatial Entity;P;;1;MCI (Tr);1;MCI (Tr);EVENT;MCI (Tr) EVENT;MCI (Tr) EVENT;CI EVENT;CI EVENT;EVENT;EVENT;CI EVENT;CI EVENT
98;"Obseq. 30; Livy Per. 60; August. De civ. D. 3.31; Oros. 5.11.1-7";92;125;"Rome (Capitoline); Veii; Arpi; Cyrene (Africa)";;;6;an owl is seen on the Capitoline;;an owl on the Capitoline;OWL;Animate;;;0;INT/CSCH;0;INT/CSCH;;INT/CSCH;INT/CSCH;CSCH;CSCH;CSCH;CSCH;CSCH;CSCH
98;"Obseq. 30; Livy Per. 60; August. De civ. D. 3.31; Oros. 5.11.1-7";92;125;"Rome (Capitoline); Veii; Arpi; Cyrene (Africa)";;;6;in Arpi there are showers of stones for three days;;showers of stones;SHOWERS;Spatial Entity;P;;1;MCI (Tr);1;MCI (Tr);EVENT;MCI (Tr) EVENT;MCI (Tr) EVENT;CI EVENT;CI EVENT;EVENT;EVENT;CI EVENT;CI EVENT
98;"Obseq. 30; Livy Per. 60; August. De civ. D. 3.31; Oros. 5.11.1-7";92;125;"Rome (Capitoline); Veii; Arpi; Cyrene (Africa)";;;6;in Africa there are enormous swarms of locusts, which are thrown into the sea by the wind, and when they wash ashore again, they cause a deadly miasma and plague in Cyrene and 800,000 people are said to die;;a swawrm of locusts is thrown into the sea by wind;SWARM;Animate;;;0;INT/CSCH;0;INT/CSCH;EVENT;INT/CSCH EVENT;INT/CSCH EVENT;CSCH;CSCH;EVENT;EVENT;INT;CSCH EVENT
98;"Obseq. 30; Livy Per. 60; August. De civ. D. 3.31; Oros. 5.11.1-7";92;125;"Rome (Capitoline); Veii; Arpi; Cyrene (Africa)";;;6;in Africa there are enormous swarms of locusts, which are thrown into the sea by the wind, and when they wash ashore again, they cause a deadly miasma and plague in Cyrene and 800,000 people are said to die;;dead locusts cause a plague;LOCUSTS;Spatial Entity;;;0;INT/CSCH;;;EVENT;INT/CSCH EVENT;;CSCH;;EVENT;;;
99;Obseq. 31;93;124;"Rome (Graecostasis); Croton; Satura";;;3;rain of milk in the Graecostasis;;rain of milk in the Graecostasis;RAIN;Spatial Entity;P;;1;MCI (Tr);1;MCI (Tr);EVENT;MCI (Tr) EVENT;MCI (Tr) EVENT;CI EVENT;CI EVENT;EVENT;EVENT;CI EVENT;CI EVENT
99;Obseq. 31;93;124;"Rome (Graecostasis); Croton; Satura";;;3;in Croton a flock of sheep, a dog, and three shepherds die due to a thunderbolt;;thunderbolt kills people and animals;THUNDERBOLT;Spatial Entity;;;0;INT/CSCH;0;INT/CSCH;EVENT;INT/CSCH EVENT;INT/CSCH EVENT;CSCH;CSCH;EVENT;EVENT;INT;CSCH EVENT
99;Obseq. 31;93;124;"Rome (Graecostasis); Croton; Satura";;;3;in Satura a twoheaded calf is born;;a twoheaded calf is born;CALF;Animate;;b;1;MCI (Br);1;MCI (Br);;MCI (Br);MCI (Br);CI;CI;CI;CI;CI;CI
100;"Obseq. 32; Plin. HN 2.99";93;122;"Rome (Capitoline); Forum Vessanum; Gallia; Catina (Aetna)";;;5;at the Forum Vessanum a hermaphrodite is born;;a hermaphrodite is born;HERMAPHRODITE;Person;;b;1;MCI (Br);1;MCI (Br);;MCI (Br);MCI (Br);CI;CI;CI;CI;CI;CI
100;"Obseq. 32; Plin. HN 2.99";93;122;"Rome (Capitoline); Forum Vessanum; Gallia; Catina (Aetna)";;;5;in Gaul three suns and three moons are seen;;three suns and three moons are seen;SUN;Spatial Entity;;ss;2;CI;2;CI;EVENT;CI EVENT;CI EVENT;CI EVENT;CI EVENT;EVENT;EVENT;CI EVENT;CI EVENT
100;"Obseq. 32; Plin. HN 2.99";93;122;"Rome (Capitoline); Forum Vessanum; Gallia; Catina (Aetna)";;;5;a calf is born with two heads;;a calf is born with two heads;CALF;Animate;;b;1;MCI (Br);1;MCI (Br);;MCI (Br);MCI (Br);CI;CI;CI;CI;CI;CI
100;"Obseq. 32; Plin. HN 2.99";93;122;"Rome (Capitoline); Forum Vessanum; Gallia; Catina (Aetna)";;;5;an owl is seen on the Capitoline;;owl on the Capitoline;OWL;Animate;;;0;INT/CSCH;0;INT/CSCH;;INT/CSCH;INT/CSCH;CSCH;CSCH;CSCH;CSCH;CSCH;CSCH
100;"Obseq. 32; Plin. HN 2.99";93;122;"Rome (Capitoline); Forum Vessanum; Gallia; Catina (Aetna)";;;5;Catina is destroyed due to an eruption from Aetna;;Aetna erupted and destroyed Catina;MOUNTAIN;Spatial Entity;P;;1;MCI (Tr);1;MCI (Tr);EVENT;MCI (Tr) EVENT;MCI (Tr) EVENT;CI EVENT;CI EVENT;EVENT;EVENT;CI EVENT;CI EVENT
101;"Obseq. 33; Plut. Vit. C. Gracch. 11; App. B Civ. 1.24";93;121;;;;1;a flock of wolves scatters the boundary stones that had been set up after the distribution of land by C. Gracchus;;wolves scatter the boundary stones;WOLVES;Animate;;;0;INT/CSCH;0;INT/CSCH;;INT/CSCH;INT/CSCH;CSCH;CSCH;CSCH;CSCH;CSCH;CSCH
102;Obseq. 34;93-94;119;Ager Romanus;;;1;an eight-year-old hermaphrodite is discovered in ager Romanus;;an eight-year-old hermaphrodite is discovered in ager Romanus;HERMAPHRODITE;Person;;b;1;MCI (Br);1;MCI (Br);;MCI (Br);MCI (Br);CI;CI;CI;CI;CI;CI
103;Obseq. 35;94;118;Rome;;;4;when the consul Cato offers sacrifice, the entrails melt and the animal's liver has no head;;the entrails melt;ENTRAILS;Solid Object;;;0;INT/CSCH;1;MCI (Br);;INT/CSCH;MCI (Br);CSCH;CI;CSCH;CI;CI;CI
103;Obseq. 35;94;118;Rome;;;4;when the consul Cato offers sacrifice, the entrails melt and the animal's liver has no head;;the animal's liver has no head;ANIMAL;Animate;;b;1;MCI (Br);;;;MCI (Br);;CI;;CI;;;
103;Obseq. 35;94;118;Rome;;;4;it rains milk;;it rains milk;RAIN;Spatial Entity;P;;1;MCI (Tr);1;MCI (Tr);EVENT;MCI (Tr) EVENT;MCI (Tr) EVENT;CI EVENT;CI EVENT;EVENT;EVENT;CI EVENT;CI EVENT
103;Obseq. 35;94;118;Rome;;;4;the earth trembles;;the earth trembles;EARTH;Spatial Entity;P;;1;MCI (Tr);1;MCI (Tr);EVENT;MCI (Tr) EVENT;MCI (Tr) EVENT;CI EVENT;CI EVENT;EVENT;EVENT;CI EVENT;CI EVENT
103;Obseq. 35;94;118;Rome;;;4;a swarm of bees settles in the forum;;a swarm of bees settles in the forum;SWARM;Living Thing;;;0;INT/CSCH;0;INT/CSCH;;INT/CSCH;INT/CSCH;CSCH;CSCH;CSCH;CSCH;CSCH;CSCH
104;"Obseq. 36; Cic. Div. 1.97";94;117;"Rome (Regia); Praeneste; Privernum; Saturnia; Apulia";;;6;lightning strikes in Rome;;lightning strikes Rome;LIGHTNING;Spatial Entity;;;0;INT/CSCH;0;INT/CSCH;EVENT;INT/CSCH EVENT;INT/CSCH EVENT;CSCH;CSCH;EVENT;EVENT;INT;CSCH EVENT
104;"Obseq. 36; Cic. Div. 1.97";94;117;"Rome (Regia); Praeneste; Privernum; Saturnia; Apulia";;;6;it rains milk in Praeneste;;it rains milk;RAIN;Spatial Entity;P;;1;MCI (Tr);1;MCI (Tr);EVENT;MCI (Tr) EVENT;MCI (Tr) EVENT;CI EVENT;CI EVENT;EVENT;EVENT;CI EVENT;CI EVENT
104;"Obseq. 36; Cic. Div. 1.97";94;117;"Rome (Regia); Praeneste; Privernum; Saturnia; Apulia";;;6;in Regia the spear of Mars moves;;a spear moves;SPEAR;Solid Object;A;;1;MCI (Tr);1;MCI (Tr);;MCI (Tr);MCI (Tr);CI;CI;CI;CI;CI;CI
104;"Obseq. 36; Cic. Div. 1.97";94;117;"Rome (Regia); Praeneste; Privernum; Saturnia; Apulia";;;6;in Privernum an enormous cavity in the earth appears;;a cavity in the earth appears;EARTH;Spatial Entity;P;;1;MCI (Tr);1;MCI (Tr);EVENT;MCI (Tr) EVENT;MCI (Tr) EVENT;CI EVENT;CI EVENT;EVENT;EVENT;CI EVENT;CI EVENT
104;"Obseq. 36; Cic. Div. 1.97";94;117;"Rome (Regia); Praeneste; Privernum; Saturnia; Apulia";;;6;in Saturnia a ten-year-old hermaphrodite is discovered;;a hermaphrodite is discovered;HERMAPHRODITE;Person;;b;1;MCI (Br);1;MCI (Br);;MCI (Br);MCI (Br);CI;CI;CI;CI;CI;CI
104;"Obseq. 36; Cic. Div. 1.97";94;117;"Rome (Regia); Praeneste; Privernum; Saturnia; Apulia";;;6;according to Cicero there are also violent earthquakes in Apulia;;earthquakes;EARTH;Spatial Entity;P;;1;MCI (Tr);1;MCI (Tr);EVENT;MCI (Tr) EVENT;MCI (Tr) EVENT;CI EVENT;CI EVENT;EVENT;EVENT;CI EVENT;CI EVENT
105;Plin. HN 2.144;94;115;Rome;;;1;the temple of Juno is struck by lightning;;a temple is struck by lightning;LIGHTNING;Spatial Entity;;;0;INT/CSCH;0;INT/CSCH;EVENT;INT/CSCH EVENT;INT/CSCH EVENT;CSCH;CSCH;EVENT;EVENT;INT;CSCH EVENT
106;"Obseq. 37; Livy Per. 63; Ov.Fast. 4.157-160; Cass. Dio 26.87.1-4; Plut. Quaest. Rom. 83; Oros. 5.15.20-22";94-95;114;ager Stellatinus;;;1;on the ager Stellatinus lightning kills a young girl (the daughter of a Roman equestrian named Publius Elvius): her dress is pulled up to her waist and her tongue protrudes, as if the lightning has flashed over her lower limbs to her mouth;;girl is struck by lightning from below;LIGHTNING;Spatial Entity;;;0;INT/CSCH;0;INT/CSCH;EVENT;INT/CSCH EVENT;INT/CSCH EVENT;CSCH;CSCH;EVENT;EVENT;INT;CSCH EVENT
107;"Obseq. 38; Plin. HN 2.100";95;113;"Mons Albanus; Lucania; Privernum; Gallia";;;7;the Mons Albanus seems to burn by night;;a mountain seems seems to burn by night;MOUNTAIN;Spatial Entity;P;;1;MCI (Tr);1;MCI (Tr);EVENT;MCI (Tr) EVENT;MCI (Tr) EVENT;CI EVENT;CI EVENT;EVENT;EVENT;CI EVENT;CI EVENT
107;"Obseq. 38; Plin. HN 2.100";95;113;"Mons Albanus; Lucania; Privernum; Gallia";;;7;lightning strikes a shrine;;a shrine is struck by lightning;LIGHTNING;Spatial Entity;;;0;INT/CSCH;0;INT/CSCH;EVENT;INT/CSCH EVENT;INT/CSCH EVENT;CSCH;CSCH;EVENT;EVENT;INT;CSCH EVENT
107;"Obseq. 38; Plin. HN 2.100";95;113;"Mons Albanus; Lucania; Privernum; Gallia";;;7;lightning strikes a statue;;a statue is struck by lightning;LIGHTNING;Spatial Entity;;;0;INT/CSCH;0;INT/CSCH;EVENT;INT/CSCH EVENT;INT/CSCH EVENT;CSCH;CSCH;EVENT;EVENT;INT;CSCH EVENT
107;"Obseq. 38; Plin. HN 2.100";95;113;"Mons Albanus; Lucania; Privernum; Gallia";;;7;the altar of Salus is broken;;an altar is broken;ALTAR;Solid Object;;;0;INT/CSCH;0;INT/CSCH;EVENT;INT/CSCH EVENT;INT/CSCH EVENT;CSCH;CSCH;EVENT;EVENT;INT;CSCH EVENT
107;"Obseq. 38; Plin. HN 2.100";95;113;"Mons Albanus; Lucania; Privernum; Gallia";;;7;in Lucania the earth is violently rent;;the earth opens;EARTH;Spatial Entity;P;;1;MCI (Tr);1;MCI (Tr);EVENT;MCI (Tr) EVENT;MCI (Tr) EVENT;CI EVENT;CI EVENT;EVENT;EVENT;CI EVENT;CI EVENT
107;"Obseq. 38; Plin. HN 2.100";95;113;"Mons Albanus; Lucania; Privernum; Gallia";;;7;in Privernum the earth is violently rent;;the earth opens;EARTH;Spatial Entity;P;;1;MCI (Tr);1;MCI (Tr);EVENT;MCI (Tr) EVENT;MCI (Tr) EVENT;CI EVENT;CI EVENT;EVENT;EVENT;CI EVENT;CI EVENT
107;"Obseq. 38; Plin. HN 2.100";95;113;"Mons Albanus; Lucania; Privernum; Gallia";;;7;in Gaul the sky appears to be on fire;;sky appears to be on fire;SKY;Spatial Entity;P;;1;MCI (Tr);1;MCI (Tr);EVENT;MCI (Tr) EVENT;MCI (Tr) EVENT;CI EVENT;CI EVENT;EVENT;EVENT;CI EVENT;CI EVENT
108;Obseq. 39;95;111;Rome;;;2;a large part of the city burns along with the temple of Magna Mater;;part of the city burns down;CITY;Spatial Entity;;;0;INT/CSCH;0;INT/CSCH;EVENT;INT/CSCH EVENT;INT/CSCH EVENT;CSCH;CSCH;EVENT;EVENT;INT;CSCH EVENT
108;Obseq. 39;95;111;Rome;;;2;it rains milk for three days;;it rains milk;RAIN;Spatial Entity;P;;1;MCI (Tr);1;MCI (Tr);EVENT;MCI (Tr) EVENT;MCI (Tr) EVENT;CI EVENT;CI EVENT;EVENT;EVENT;CI EVENT;CI EVENT
109;Obseq. 40;95;108;"Rome; Padus; Arretium; Nursia";;;8;in the city an owl is seen;;owl in a city;BIRD;Animate;;;0;INT/CSCH;0;INT/CSCH;;INT/CSCH;INT/CSCH;CSCH;CSCH;CSCH;CSCH;CSCH;CSCH
109;Obseq. 40;95;108;"Rome; Padus; Arretium; Nursia";;;8;in the city a firebird is seen;;a firebird in a city;BIRD;Animate;;p;1;MCI (Br);1;MCI (Br);;MCI (Br);MCI (Br);CI;CI;CI;CI;CI;CI
109;Obseq. 40;95;108;"Rome; Padus; Arretium; Nursia";;;8;in the quarries one man eats another;;one man eats another;MAN;Person;;b;1;MCI (Br);1;MCI (Br);;MCI (Br);MCI (Br);CI;CI;CI;CI;CI;CI
109;Obseq. 40;95;108;"Rome; Padus; Arretium; Nursia";;;8;the river Po overflows its banks;;the river Po overflows its banks;RIVER;Spatial Entity;;s;1;MCI (Br)/CSCH;1;MCI (Br)/CSCH;EVENT;MCI (Br)/CSCH EVENT;MCI (Br)/CSCH EVENT;CI EVENT;CI EVENT;EVENT;EVENT;CI EVENT;CI EVENT
109;Obseq. 40;95;108;"Rome; Padus; Arretium; Nursia";;;8;the lake of Arretium overflows its banks;;the lake of Arretium overflows its banks;LAKE;Spatial Entity;;s;1;MCI (Br)/CSCH;1;MCI (Br)/CSCH;EVENT;MCI (Br)/CSCH EVENT;MCI (Br)/CSCH EVENT;CI EVENT;CI EVENT;EVENT;EVENT;CI EVENT;CI EVENT
109;Obseq. 40;95;108;"Rome; Padus; Arretium; Nursia";;;8;twice there are rains of milk;first time;rains of milk;RAINS;Spatial Entity;P;;1;MCI (Tr);1;MCI (Tr);EVENT;MCI (Tr) EVENT;MCI (Tr) EVENT;CI EVENT;CI EVENT;EVENT;EVENT;CI EVENT;CI EVENT
109;Obseq. 40;95;108;"Rome; Padus; Arretium; Nursia";;;8;twice there are rains of milk;second time;rains of milk;RAINS;Spatial Entity;P;;1;MCI (Tr);1;MCI (Tr);EVENT;MCI (Tr) EVENT;MCI (Tr) EVENT;CI EVENT;CI EVENT;EVENT;EVENT;CI EVENT;CI EVENT
109;Obseq. 40;95;108;"Rome; Padus; Arretium; Nursia";;;8;in Nursia a free woman gives birth to twins: a girl with all limbs intact and a boy with an open stomach and no anus (the boy dies);;boy with an open stomach and no anus is born;BOY;Person;;b;1;MCI (Br);1;MCI (Br);;MCI (Br);MCI (Br);CI;CI;CI;CI;CI;CI
110;Obseq. 41;96;106;"Rome; Amiternum; Perusia; Atella; Trebula";;;10;"in Amiternum the newborn son of a slave woman says ""ave""";;a newborn speaks;NEWBORN;Person;;m;1;MCI (Br);1;MCI (Br);;MCI (Br);MCI (Br);CI;CI;CI;CI;CI;CI
110;Obseq. 41;96;106;"Rome; Amiternum; Perusia; Atella; Trebula";;;10;on Perusian soil there is a rain of milk;;rain of milk;RAIN;Spatial Entity;P;;1;MCI (Tr);1;MCI (Tr);EVENT;MCI (Tr) EVENT;MCI (Tr) EVENT;CI EVENT;CI EVENT;EVENT;EVENT;CI EVENT;CI EVENT
110;Obseq. 41;96;106;"Rome; Amiternum; Perusia; Atella; Trebula";;;10;in Rome there is a rain of milk;;rain of milk;RAIN;Spatial Entity;P;;1;MCI (Tr);1;MCI (Tr);EVENT;MCI (Tr) EVENT;MCI (Tr) EVENT;CI EVENT;CI EVENT;EVENT;EVENT;CI EVENT;CI EVENT
110;Obseq. 41;96;106;"Rome; Amiternum; Perusia; Atella; Trebula";;;10;lightning strikes in Atella, among other things slicing four fingers off a man;;lightning  strike slices four fingers off a man;LIGHTNING;Spatial Entity;;;0;INT/CSCH;0;INT/CSCH;EVENT;INT/CSCH EVENT;INT/CSCH EVENT;CSCH;CSCH;EVENT;EVENT;INT;CSCH EVENT
110;Obseq. 41;96;106;"Rome; Amiternum; Perusia; Atella; Trebula";;;10;silver coins are dissolved due to lightning;;lightning dissolves silver coins;LIGHTNING;Spatial Entity;;;0;INT/CSCH;0;INT/CSCH;EVENT;INT/CSCH EVENT;INT/CSCH EVENT;CSCH;CSCH;EVENT;EVENT;INT;CSCH EVENT
110;Obseq. 41;96;106;"Rome; Amiternum; Perusia; Atella; Trebula";;;10;on Trebulan soil lightning strikes a woman who is married to a Roman citizen;;lightning strikes a woman;LIGHTNING;Spatial Entity;;;0;INT/CSCH;0;INT/CSCH;EVENT;INT/CSCH EVENT;INT/CSCH EVENT;CSCH;CSCH;EVENT;EVENT;INT;CSCH EVENT
110;Obseq. 41;96;106;"Rome; Amiternum; Perusia; Atella; Trebula";;;10;noise is heard and spears seem to fall from the sky;;noise is heard ;NOISE;Spatial Entity;;p;1;MCI (Tr);2;CI;EVENT;MCI (Tr) EVENT;CI EVENT;CI EVENT;CI EVENT;EVENT;EVENT;CI EVENT;CI EVENT
110;Obseq. 41;96;106;"Rome; Amiternum; Perusia; Atella; Trebula";;;10;noise is heard and spears seem to fall from the sky;;spears seem to fall from the sky;SPEARS;Solid Object;;s;1;MCI (Tr);;;;MCI (Tr);;CI;;CI;;;
110;Obseq. 41;96;106;"Rome; Amiternum; Perusia; Atella; Trebula";;;10;it rains blood;;it rains blood;RAIN;Spatial Entity;P;;1;MCI (Tr);1;MCI (Tr);EVENT;MCI (Tr) EVENT;MCI (Tr) EVENT;CI EVENT;CI EVENT;EVENT;EVENT;CI EVENT;CI EVENT
110;Obseq. 41;96;106;"Rome; Amiternum; Perusia; Atella; Trebula";;;10;in Rome, in the daytime, a torch is seen flying high up in the air;;torch flying in the sky;TORCH;Solid Object;;s;1;MCI (Br);1;MCI (Br);;MCI (Br);MCI (Br);CI;CI;CI;CI;CI;CI
110;Obseq. 41;96;106;"Rome; Amiternum; Perusia; Atella; Trebula";;;10;in the temple of the Lares a flame penetrates from the gable to the highest peak of the roof without any damage;;flame without making damage;FLAME;Spatial Entity;;su;2;CI;2;CI;EVENT;CI EVENT;CI EVENT;CI EVENT;CI EVENT;EVENT;EVENT;CI EVENT;CI EVENT
111;Obseq. 42;96;105;Trebula Mutusca;;;2;before the games at Trebula Mutusca the altar is encircled by black snakes when the flute player is performing and the next day they are stoned by the people;;snakes encircle an altar;SNAKES;Animate;;;0;INT/CSCH;0;INT/CSCH;;INT/CSCH;INT/CSCH;CSCH;CSCH;CSCH;CSCH;CSCH;CSCH
111;Obseq. 42;96;105;Trebula Mutusca;;;2;before the games at Trebula Mutusca the altar is encircled by black snakes when the flute player is performing and the next day they are stoned by the people;;people stone snakes;PEOPLE;Animate;;;0;INT/CSCH;;;;INT/CSCH;;CSCH;;CSCH;;;
111;Obseq. 42;96;105;Trebula Mutusca;;;2;when the temple is opened, the statue of Mars is found standing on its head;;statue is standing on its head;STATUE;Solid Object;;;0;INT/CSCH;0;INT/CSCH;;INT/CSCH;INT/CSCH;CSCH;CSCH;CSCH;CSCH;CSCH;CSCH
112;"Obseq. 43; Plin. HN 16.132; 2.148; Plut. Wit. Mar. 17.4";96-97;104/103;"Rome (Comitium); Trebula Mutusca; Nuceria; Lucania; Luna; Ariminum; Picenum; Volsinii; Tarquinii; Ameria; Tuder";;;18;an owl is seen outside the city;;an owl is seen outside the city;OWL;Animate;;;0;INT/CSCH;0;INT/CSCH;;INT/CSCH;INT/CSCH;CSCH;CSCH;CSCH;CSCH;CSCH;CSCH
112;"Obseq. 43; Plin. HN 16.132; 2.148; Plut. Wit. Mar. 17.4";96-97;104/103;"Rome (Comitium); Trebula Mutusca; Nuceria; Lucania; Luna; Ariminum; Picenum; Volsinii; Tarquinii; Ameria; Tuder";;;18;a cow speaks;;a cow speaks;COW;Animate;M;;1;MCI (Tr);1;MCI (Tr);;MCI (Tr);MCI (Tr);CI;CI;CI;CI;CI;CI
112;"Obseq. 43; Plin. HN 16.132; 2.148; Plut. Wit. Mar. 17.4";96-97;104/103;"Rome (Comitium); Trebula Mutusca; Nuceria; Lucania; Luna; Ariminum; Picenum; Volsinii; Tarquinii; Ameria; Tuder";;;18;in Trebula Mutusca a bare-headed statue is found enveiled;;a bare-headed statue is found enveiled;STATUE;Solid Object;;;0;INT/CSCH;0;INT/CSCH;;INT/CSCH;INT/CSCH;CSCH;CSCH;CSCH;CSCH;CSCH;CSCH
